10,0.00925898551941,1.00135803223e-05
10,0.00941586494446,1.00135803223e-05
10,0.00929403305054,9.05990600586e-06
100,0.0177838802338,2.00271606445e-05
100,0.0175268650055,1.90734863281e-05
100,0.0176050662994,1.78813934326e-05
1000,0.102493047714,0.000137090682983
1000,0.104027986526,0.000163078308105
1000,0.103759050369,0.000159025192261
10000,1.85131120682,0.00179696083069
10000,1.85077595711,0.00176501274109
10000,1.88121795654,0.00304889678955
100000,146.032898903,0.0215349197388
100000,136.54924798,0.0312271118164
100000,139.56981492,0.0213749408722
