10,3,0.0154631137848,2.78949737549e-05
10,3,0.0151829719543,2.69412994385e-05
10,3,0.0156660079956,2.78949737549e-05
100,3,0.0963850021362,0.000172138214111
100,3,0.0932550430298,0.000163078308105
100,3,0.096312046051,0.000160932540894
1000,3,0.293323040009,0.00149989128113
1000,3,0.289733886719,0.00142502784729
1000,3,0.299851894379,0.00139808654785
10000,3,3.42690587044,0.013738155365
10000,3,3.47010087967,0.013769865036
10000,3,3.46541285515,0.0138750076294
50000,3,62.8704161644,0.0741119384766
50000,3,74.4986400604,0.0720119476318
50000,3,68.7696049213,0.0777270793915
10,6,0.0134599208832,2.19345092773e-05
10,6,0.0137691497803,2.28881835938e-05
10,6,0.0136671066284,2.31266021729e-05
100,6,0.264615058899,0.000174999237061
100,6,0.27760887146,0.000178813934326
100,6,0.270925045013,0.000173091888428
1000,6,32.6203770638,0.001708984375
1000,6,29.1577739716,0.00166487693787
1000,6,31.4086060524,0.0016610622406
